Company Name,Industry,Email,Phone,Source Method,Status,Lead Magnet Sent,Contact Person,Contact Title,Notes
Nathivian Apartment,Apartment,,,Cold Outreach,New,No,,,
Casalavoro Residence wuse2,Apartment,https://www.google.com/search?q=info%40casalavororesidence.com&oq=Casalavoro+Residence+wuse2+e&gs_lcrp=EgZjaHJvbWUqCQgCECEYChigATIGCAAQRRg5MgkIARAhGAoYoAEyCQgCECEYChigATIJCAMQIRgKGKABMgkIBBAhGAoYoAEyCQgFECEYChigATIHCAYQIRiPAjIHCAcQIRiPAjIHCAgQIRiPAtIBCDQwNzFqMGo5qAIGsAIB8QV3N4oG5vJR2A&sourceid=chrome&ie=UTF-8&mstk=AUtExfA3i40OWVSavbu9xwt7mOQT76OUIMBq3MweKZV7vqpxoS1jNbSbtlgJ6lITsYZW9NCHmimdw2-UHeLzgwLDdQFzEauemNPzNum7b608tVWoFTTAnhOljXQJxiB8gITiEKVS4A0OLZsr32keEwOBZRGGOsJtGoc06OcUD_jKXEHCOASntkv8gbTU0_O2pn5cdGQC&csui=3&ved=2ahUKEwiilbKYtfKSAxUPV0EAHciSB2MQgK4QegQIARAC https://www.google.com/search?q=reservation%40casalavororesidence.com&oq=Casalavoro+Residence+wuse2+e&gs_lcrp=EgZjaHJvbWUqCQgCECEYChigATIGCAAQRRg5MgkIARAhGAoYoAEyCQgCECEYChigATIJCAMQIRgKGKABMgkIBBAhGAoYoAEyCQgFECEYChigATIHCAYQIRiPAjIHCAcQIRiPAjIHCAgQIRiPAtIBCDQwNzFqMGo5qAIGsAIB8QV3N4oG5vJR2A&sourceid=chrome&ie=UTF-8&mstk=AUtExfA3i40OWVSavbu9xwt7mOQT76OUIMBq3MweKZV7vqpxoS1jNbSbtlgJ6lITsYZW9NCHmimdw2-UHeLzgwLDdQFzEauemNPzNum7b608tVWoFTTAnhOljXQJxiB8gITiEKVS4A0OLZsr32keEwOBZRGGOsJtGoc06OcUD_jKXEHCOASntkv8gbTU0_O2pn5cdGQC&csui=3&ved=2ahUKEwiilbKYtfKSAxUPV0EAHciSB2MQgK4QegQIARAD hr@casalavoro.net   hr@casalavoro.net or enquires@casalavorolimited.com,,Cold Outreach,New,No,,,
Lia's Court Apartments,Apartment,liascourtng@gmail.com,,Cold Outreach,New,No,,,
Neiverder Lounge and Apartments,Apartment,neiverder@yahoo.com,+234 814 880 8800,Cold Outreach,New,No,,,
mikuch apartment and suite wuse 2,Apartment,Mikuchglobal2017@gmail.com,,Cold Outreach,New,No,,,
Kyeston Apartment Hotel,Apartment,kyestonapartment@gmail.com,,Cold Outreach,New,No,,,
Presken Hotels,Apartment,bookings@preskenhotels.com,,Cold Outreach,New,No,,,
The York apartments,Apartment,,+234 705 555 5998,Cold Outreach,New,No,,,
The Boulevard Abuja,Apartment,Info@boulevardhotelgroup.com,,Cold Outreach,New,No,,,
Danmarna petroleum,Oil and Gas,info@danmarnapetroleum.com,+234 703 977 4379,Cold Outreach,New,No,,,
Omoh Oil And Gas Limited,Oil and Gas,,,Cold Outreach,New,No,,,
Shell Petroleum Dev Co Of Nigeria,Oil and Gas,shellnigeria@shell.com,+234 807 026 9999,Cold Outreach,New,No,,,
Elf Petroleum Nigeria Ltd,Oil and Gas,,,Cold Outreach,New,No,,,
Fanfaro oil Abuja,Oil and Gas,,,Cold Outreach,New,No,,,
BAYSCOM ENERGY LTD,Oil and Gas,info@bayscomenergy.com,+234 803 831 3791,Cold Outreach,New,No,,,
Nexgas,Oil and Gas,,,Cold Outreach,New,No,,,
Conoil,Oil and Gas,info@conoilplc.com,019032991,Cold Outreach,New,No,,,
Onelink International,Oil and Gas,onelinkdigitals@gmail.com,+234 929 205 38,Cold Outreach,New,No,,,
Duke Global Energy Limited,Oil and Gas,,,Cold Outreach,New,No,,,
A.A BAMZ OIL & GAS RESOURCES LTD,Oil and Gas,,,Cold Outreach,New,No,,,
Hyson Nigeria Limited,Oil and Gas,,,Cold Outreach,New,No,,,
Dan Oil and Petrochemicals Ltd,Oil and Gas,info@danoilltd.com,+234 805 912 8072,Cold Outreach,New,No,,,
Kingscity Oil and Gas Ventures,Oil and Gas,,,Cold Outreach,New,No,,,
Deroll Synergy Oil & Gas Ltd,Oil and Gas,,,Cold Outreach,New,No,,,
QLEUM ENERGY SERVICES LIMITED,Oil and Gas,info@qleum.com,,Cold Outreach,New,No,,,
Nigeria LNG Limited,Oil and Gas,contactus@nlng.com,+234 803 907 4000,Cold Outreach,New,No,,,
Whitepage International Concept Ltd,Oil and Gas,,,Cold Outreach,New,No,,,
VINAGAS & POWER LTD,Oil and Gas,,,Cold Outreach,New,No,,,
Amg Petro Energy Limited,Oil and Gas,,+234 9 413 3440,Cold Outreach,New,No,,,
Seven Oceans Oil and Gas Limited,Oil and Gas,info@7oceansoilandgas.com,+234 809 983 0687,Cold Outreach,New,No,,,
TotalEnergies House,Oil and Gas,info@ng.totalenergies.com,+234 803 903 7007,Cold Outreach,New,No,,,
AAZIK GROUP,Oil and Gas,info@aazik.com,+234 916 113 0000,Cold Outreach,New,No,,,
Proserve Energy Services,Oil and Gas,abuja@proservenergy.com,+234 809 873 1554,Cold Outreach,New,No,,,
Red Star Oil & Gas Limited,Oil and Gas,info@redstaroilandgas.com,+234 706 073 9603,Cold Outreach,New,No,,,
QSA Oil & Gas,Oil and Gas,info@qsaoilandgas.com,+234 902 894 0975,Cold Outreach,New,No,,,
Nigitrade Group,Oil and Gas,,,Cold Outreach,New,No,,,
IXUS OIL AND GAS,Oil and Gas,,,Cold Outreach,New,No,,,
Barbedos Oil & Gas Services Ltd,Oil and Gas,,,Cold Outreach,New,No,,,
Gohanah Nigeria Limited,Oil and Gas,,,Cold Outreach,New,No,,,
Kinsfield Energy Ltd,Oil and Gas,,,Cold Outreach,New,No,,,
Leovic Petroleum Resources Ltd,Oil and Gas,,,Cold Outreach,New,No,,,
Oseberg Oil and Gas Service,Oil and Gas,,,Cold Outreach,New,No,,,
Jikhelom Oil and Gas Limited,Oil and Gas,,,Cold Outreach,New,No,,,
JN2T Energy,Oil and Gas,info@jn2tenergy.com,+234 817 056 6583,Cold Outreach,New,No,,,
MUSALANI PETROLEUM LIMITED,Oil and Gas,,,Cold Outreach,New,No,,,
Techno Oil Limited,Oil and Gas,business@technooil.com,+234 916 000 1443,Cold Outreach,New,No,,,
Sun Trust Oil,Oil and Gas,info@suntrustoil.com,+234 461 5447,Cold Outreach,New,No,,,
Cozy crib apartment,Apartment,cozycribapartment@gmail.com,,Cold Outreach,New,No,,,
Truth palazzo,Apartment,truthpalazzo@outlook.com,,Cold Outreach,New,No,,,
Lumora apartment,Apartment,,7066702366,Cold Outreach,New,No,,,
stp apartment,Apartment,stpapartments01@gmail.com,,Cold Outreach,New,No,,,
haidisl apartments,Apartment,info@haidislapartments.com,7071888866,Cold Outreach,New,No,,,
Sejour asokoro,Apartment,sejourasokoro@gmail.com,9068527825,Cold Outreach,New,No,,,
peppers grill apartment lifecamp,Apartment,,9060008108,Cold Outreach,New,No,,,
phoenix imperial abuja,Apartment,phoenixapartmentsng@gmail.com,,Cold Outreach,New,No,,,
Nopares Apartment,Apartment,noparesapartment@gmail.com,,Cold Outreach,New,No,,,
Cruxcon BNB,Apartment,cruxcon.ng@gmail.com,,Cold Outreach,New,No,,,
Reno apartment,Apartment,renoapartmentsabuja@gmail.com,,Cold Outreach,New,No,,,
the villa abuja,Apartment,grandvillahouse@gmail.com,,Cold Outreach,New,No,,,
L25 apartments,Apartment,l25shortlets001@gmail.com,,Cold Outreach,New,No,,,
cocoon Abuja,Apartment,info@cocoonabuja.com,9134896045,Cold Outreach,New,No,,,
sparkles apartment,Apartment,sparklesapartments@gmail.com,,Cold Outreach,New,No,,,
Laire apartments,Apartment,,8066299622,Cold Outreach,New,No,,,
Buildage limited,Apartment,buildagelimited@gmail.com,,Cold Outreach,New,No,,,
The class luxury apartment,Apartment,,9033027824,Cold Outreach,New,No,,,
De calma apartments,Apartment,cpearl404@gmail.com,,Cold Outreach,New,No,,,
Blessed  apartment,Apartment,pakpama1@gmail.com,,Cold Outreach,New,No,,,
brownish apartment,Apartment,brownishapartment@gmail.com,,Cold Outreach,New,No,,,
NES Luxury apartment,Apartment,nesluxuryapartmentsltd@gmail.com,,Cold Outreach,New,No,,,
savika apartment,Apartment,savikapartments@gmail.com,,Cold Outreach,New,No,,,
mabu apartment,Apartment,hello.mabuapartment@gmail.com,,Cold Outreach,New,No,,,
ocean luxury suites,Apartment,oceanluxurysuite@gmail.com,,Cold Outreach,New,No,,,
Stayelysianhotels,Apartment,gm@stayelysian.com,,Cold Outreach,New,No,,,
Celeste Suites,Apartment,celestesuitesabuja@gmail.com,,Cold Email,Contacted,Yes,,,
Blue haven residence,Apartment,reservations@bluehavenresidence.com,,Cold Email,Contacted,Yes,,,
Mini palace suites,Apartment,minipalacesuites.ng@gmail.com,,Cold Email,Contacted,Yes,,,
Wigo apartment,Apartment,wigoapartments@gmail.com,,Cold Email,Contacted,Yes,,,
Hoolio apartment,Apartment,hoolioapartments@gmail.com,7046441151,Cold Email,Contacted,Yes,,,
Nelle residence,Apartment,https://www.google.com/search?q=nelleresidence%40gmail.com&sca_esv=3087728c2f704245&sxsrf=ANbL-n6x8NdC-_wINWONe05iIhOzuvsjOg%3A1774515904191&ei=wPbEac2tC6yFhbIPosC-qAI&biw=1913&bih=1803&oq=Nelle+Residence+email&gs_lp=Egxnd3Mtd2l6LXNlcnAiFU5lbGxlIFJlc2lkZW5jZSBlbWFpbCoCCAAyBRAhGKABSMAbUIgBWK4NcAF4AJABAJgBlQKgAfQLqgEDMi02uAEByAEA-AEBmAIHoAKyDMICCxAAGLADGAgYChgewgIJEAAYsAMYCBgewgIIEAAYFhgKGB7CAgYQABgWGB7CAggQABiABBiiBMICBRAAGO8FwgIHECEYoAEYCpgDAIgGAZAGCpIHBTEuMC42oAeoEbIHAzItNrgHpgzCBwcwLjMuMS4zyAcngAgA&sclient=gws-wiz-serp&mstk=AUtExfB4aY5P9S1QXueiWfeQiJhhBZIuxPpUo-j3_Lu1IN_a0sKAZ3IlvnR2LUXu8LJ7DwrzF4RDE63PCdvZ1CcdAhhmCh1K04eZF3coSIEwwWck40PailqGqTGB2J4WeF64ASGTi6pihyCn13guF6TqIePgHVO11IwmEGO_kZ6XBCKofuvQXd-_afjPfBdMcDtwmeuT&csui=3&ved=2ahUKEwj04pH3mr2TAxUPa0EAHQzNNDYQgK4QegQIARAC,,Cold Email,Contacted,Yes,,,
Kays place apartment,Apartment,Kaysplaceapartment@gmail.com,,Cold Email,Contacted,Yes,,,
Avon apartment,Apartment,avonapartments1@gmail.com,,Cold Email,Contacted,Yes,,,
The libreville hotel,Apartment,thelibrevillehotel @aol.com,,Cold Email,Contacted,Yes,,,
Luxor apartment hotel,Apartment,info.luxorapartment@gmail.com,,Cold Email,Contacted,Yes,,,
Limewood villa,Apartment,limewoodvilla@outlook.com,,Cold Email,Contacted,Yes,,,
Spiffy apartment,Apartment,spiffycozycorner@gmail.com,7061616437,Cold Email,Contacted,Yes,,,
Jay T apartment,Apartment,aaronyaro2020@gmail.com,8137118498,Cold Email,Contacted,Yes,,,
Truth palazzo,Apartment,support@truthpalazzo.com,0704 481 4484,Cold Email,Contacted,Yes,,,
Delight Apartment Asaba,Apartment,delightapartmentasaba@gmail.com,,Cold Outreach,New,No,,,
Sae apartment,Apartment,saeapartment@gmail.com,8112929361,Cold Outreach,New,No,,,
Castle estate apartment,Apartment,castleestateapts@gmail.com,8037617624,Cold Outreach,New,No,,,
The Merit Residence,Apartment,,9168912329,Cold Outreach,New,No,,,
Isha’s Apartment,Apartment,,9047053931,Cold Outreach,New,No,,,
Lodge and Loft by Edala,Apartment,lodgeandloft@gmail.com,,Cold Outreach,New,No,,,
Sparkles Apartment,Apartment,sparklesapartments@gmail.com,,Cold Outreach,New,No,,,
Nicotel Apartment,Apartment,gm.nicotelapartments@gmail.com,,Cold Outreach,New,No,,,
Khomes Ng,Apartment,khommes115@gmail.com,,Cold Outreach,New,No,,,
Platinum nook apt,Apartment,platinumnookapt22@outlook.com,,Cold Outreach,New,No,,,
The Cate house,Apartment,thecatehouse@gmail.com,,Cold Outreach,New,No,,,
Raiz apartment,Apartment,raizapartments@gmail.com,,Cold Outreach,New,No,,,
Bott Apartment,Apartment,bottapartments@gmail.com,,Cold Outreach,New,No,,,
Nia Inns,Apartment,alisiobitoniarealty@gmail.com,,Cold Outreach,New,No,,,
Tag Homes,Apartment,taghomesng@gmail.com,,Cold Outreach,New,No,,,
Opulence Realty SStays,Apartment,opulencerealty96@gmail.com,,Cold Outreach,New,No,,,
Vluxe Apartment,Apartment,,9130160111,Cold Outreach,New,No,,,
Homestead Apartments,Apartment,info@homesteadapartmentng.com,8100020401,Cold Outreach,New,No,,,
Sure apartment,Apartment,sureapartments@gmail.com,9035244702,Cold Outreach,New,No,,,
Arlene apartment,Apartment,ukonuarlene@gmail.com,,Cold Outreach,New,No,,,
Homes by Sai,Apartment,sandrachiamaka2222@gmail.com,9046072494,Cold Outreach,New,No,,,
Halita apartments,Apartment,halitapartments@gmail.com,8034886507,Cold Outreach,New,No,,,
Labnurs Apartment Abuja,Apartment,labnursshortletabuja@gmail.com,9072297775,Cold Outreach,New,No,,,
Mozabella homes,Apartment,mozabellahomes@gmail.com,7046240736,Cold Outreach,New,No,,,
Benioni apartment,Apartment,benioniapartment@gmail.com,8066558811,Cold Outreach,New,No,,,
Mayi apartment,Apartment,mayiapartments@gmail.com,9063542370,Cold Outreach,New,No,,,
Naay shortlet,Apartment,naayshortlet@gmail.com,9019414709,Cold Outreach,New,No,,,
Nivana homes,Apartment,nivanaomes@gmail.com,9020279968,Cold Outreach,New,No,,,
Nuve lifestyle,Apartment,,9051519951,Cold Outreach,New,No,,,
De Luciee Abuja,Apartment,christygold43@gmail.com,7048986669,Cold Outreach,New,No,,,
Fortview luxury,Apartment,hillsandhomes@gmail.com,9066474146,Cold Outreach,New,No,,,
Citiscape apartment,Apartment,customerexperience@citiscapeng.com,,Cold Outreach,New,No,,,
Arel apartment,Apartment,,8028055627,Cold Outreach,New,No,,,
Hamlet Homes,Apartment,,7046138413,Cold Outreach,New,No,,,
The Breeze Apartment,Apartment,,,Cold Outreach,New,No,,,
Ladda Apartment,Apartment,,+234 816 601 1541,Cold Outreach,New,No,,,
Kodeland apartment,Apartment,,,Cold Outreach,New,No,,,
The york  apartment,Apartment,,7055555998,Cold Outreach,New,No,,,
The residences at fomella,Apartment,,8167443570,Cold Outreach,New,No,,,
Sparklyn Hotel & Suites,Apartment,booking@sparklynhotels.com,7061745277,Cold Outreach,New,No,,,
Lake home apartment,Apartment,,9075460522,Cold Outreach,New,No,,,
The seraphic homes,Apartment,theseraphichomes@gmail.com,8140964313,Cold Outreach,New,No,,,
the suite residence,Apartment,shalomottobiz@gmail.com,,Cold Outreach,New,No,,,
Bellz apartment,Apartment,info.bellzsecret@gmail.com,8081915299,Cold Outreach,New,No,,,
Zodiac staycation,Apartment,,8065795564,Cold Outreach,New,No,,,
Brown doors apartment,Apartment,,8137503561,Cold Outreach,New,No,,,
Amanda residence,Apartment,amandaresidence@yahoo.com,9063160448,Cold Outreach,New,No,,,
Comfort shortlet  apartment,Apartment,,9072635974,Cold Outreach,New,No,,,
Premier heights,Apartment,,9027969510,Cold Outreach,New,No,,,
ALUBARIKA SERVICE APARTMENT,Apartment,alubarikaserviceapartments@gmail.com,8102684582,Cold Outreach,New,No,,,
Kodeland Apartment House,Apartment,apartment@page2group.com,8167903692,Cold Outreach,New,No,,,
Sereno Apartment,Apartment,,8124106878,Cold Outreach,New,No,,,
Lumora Apartment,Apartment,,7066702366,Cold Outreach,New,No,,,
68 place by citystake,Apartment,citystakelimited@gmail.com,,Cold Outreach,New,No,,,
The velour stays,Apartment,velourstays@gmail.com,,Cold Outreach,New,No,,,
Movora Shortlet,,,,Cold Outreach,New,No,,,
Canwee apartment,Apartment,,9161505989,Cold Outreach,New,No,,,
Nook royale apartment,Apartment,,7042191784,Cold Outreach,New,No,,,
Smile dental abuja,Healthcare,info.sdp@smiledentalgrp.com,7063620709,Cold Outreach,New,No,,,
Zoom exclusive dental,Healthcare,zoomexclusivedentalservices@gmail.com,7014141487,Cold Outreach,New,No,,,
Onyx 360 dental clinic,Healthcare,onyx360dentalcare@yahoo.com,8187046419,Cold Outreach,New,No,,,
Smile 360,Healthcare,reception@smile360ng.com,8181360444,Cold Outreach,New,No,,,
Snow dental care phc,Healthcare,kelvinonwachukwu@gmail.com,8081775448,Cold Outreach,New,No,,,
Beacon hill clinic,Healthcare,,8125215208,Cold Outreach,New,No,,,
Beam dental clinic,Healthcare,egwoloredje@gmail.com,8078352939,Cold Outreach,New,No,,,
QH specialist dental,Healthcare,qhspecialistdentalclinics@gmail.com,7052200501,Cold Outreach,New,No,,,
Crystal palace dental care,Healthcare,crystalpalacedentalcareabuja@gmail.com,7082000533,Cold Outreach,New,No,,,
Bethel dental clinic,Healthcare,doctoruche73@yahoo.com,8037151942,Cold Outreach,New,No,,,
Blanche dental clinic,Healthcare,blanchedentalbusiness@gmail.com,9011999176,Cold Outreach,New,No,,,
First mobile dental care,Healthcare,firstmobiledentalcare@gmail.com,8037876386,Cold Outreach,New,No,,,
Luxe dental,Healthcare,luxedentalpractise@gmail.com,9044374007,Cold Outreach,New,No,,,
SS dental clinic,Healthcare,bizdev@ssdentalclinicltd.com,8088878265,Cold Outreach,New,No,,,
Lead Medical hub,Healthcare,leadmedical0@gmail.com,9065199645,Cold Outreach,New,No,,,
Brighton dental clinic,Healthcare,info@brightondentalng.com,7044333359,Cold Outreach,New,No,,,
Ferayan DD Clinic,Healthcare,ferayanpatients@gmail.com,9016444444,Cold Outreach,New,No,,,
Hilton dental clinics,Healthcare,hiltondental,,Cold Outreach,New,No,,,
