Company Name,Industry,Email Addresses,Phone,Text,Proposal Status,Contact Error ,Contact Person,Current Customer Feedback,Contact Title,Email Pattern,Reminder Call Status ,Reminder Call Note
Casa Carina Apartments,Apartment,https://www.google.com/search?q=sales%40casaapartmentsandsuites.com&biw=1920&bih=993&sca_esv=2b85a2c740a01bf3&sxsrf=ANbL-n7GTyu5RYhzh51RNyvR0IGJuh5x5w%3A1771254019358&ei=AzGTaZ3CFby7hbIPvpfJuQE&ved=2ahUKEwi31vq2o96SAxVCWkEAHYyOGb4QgK4QegQIARAC&uact=5&oq=casa+apartments+abuja+email&gs_lp=Egxnd3Mtd2l6LXNlcnAiG2Nhc2EgYXBhcnRtZW50cyBhYnVqYSBlbWFpbDILEAAYsAMYogQYiQUyCBAAGLADGO8FMggQABiwAxjvBTIIEAAYsAMY7wVIuBFQrgxYrgxwAXgAkAEAmAHJAaAByQGqAQMyLTG4AQPIAQD4AQGYAgKgAtABmAMA4gMFEgExIECIBgGQBgSSBwUxLjAuMaAHmwKyBwMyLTG4B8sBwgcFMC4xLjHIBwSACAA&sclient=gws-wiz-serp https://www.google.com/search?q=casaapartmentslagos%40gmail.com&biw=1920&bih=993&sca_esv=2b85a2c740a01bf3&sxsrf=ANbL-n7GTyu5RYhzh51RNyvR0IGJuh5x5w%3A1771254019358&ei=AzGTaZ3CFby7hbIPvpfJuQE&ved=2ahUKEwi31vq2o96SAxVCWkEAHYyOGb4QgK4QegQIARAD&uact=5&oq=casa+apartments+abuja+email&gs_lp=Egxnd3Mtd2l6LXNlcnAiG2Nhc2EgYXBhcnRtZW50cyBhYnVqYSBlbWFpbDILEAAYsAMYogQYiQUyCBAAGLADGO8FMggQABiwAxjvBTIIEAAYsAMY7wVIuBFQrgxYrgxwAXgAkAEAmAHJAaAByQGqAQMyLTG4AQPIAQD4AQGYAgKgAtABmAMA4gMFEgExIECIBgGQBgSSBwUxLjAuMaAHmwKyBwMyLTG4B8sBwgcFMC4xLjHIBwSACAA&sclient=gws-wiz-serp,,,Not sent,,,,,,,
Trinity Shortlet Apartments,Apartment,https://trinityshortletapartments.com.ng/contact_us#,,,Not sent,,,,,,,
YANNA Apartment by Khaliques,Apartment,mailto:info@yannaapartments.com,,,Not sent,,,,,,,
Royale Crown Villa,Apartment,https://www.google.com/search?q=royalecrownvilla%40gmail.com&biw=1920&bih=993&sca_esv=2b85a2c740a01bf3&sxsrf=ANbL-n5YTPmd86u2OK8tda2ih40O_yzsEw%3A1771257690757&ei=Wj-TadjvLYmfkdUPg8a6mAE&oq=royale+crown+villa+abuja+email+add&gs_lp=Egxnd3Mtd2l6LXNlcnAiInJveWFsZSBjcm93biB2aWxsYSBhYnVqYSBlbWFpbCBhZGQqAggAMgcQIRigARgKMgcQIRigARgKSMwoUNACWJYccAB4AJABAJgBkgKgAcETqgEEMi0xMbgBAcgBAPgBAZgCC6AC8hPCAg4QLhiABBiwAxjHARivAcICBxAAGLADGB7CAg4QABiABBiwAxiGAxiKBcICCBAAGLADGO8FwgILEAAYsAMYogQYiQXCAgYQABgWGB7CAgIQJsICCxAAGIAEGIYDGIoFwgIFEAAY7wXCAggQABiiBBiJBcICBRAhGKABmAMAiAYBkAYGkgcEMi0xMaAHtyeyBwQyLTExuAfyE8IHBTAuOC4zyAcZgAgA&sclient=gws-wiz-serp&mstk=AUtExfAx7Vdz3513nP5oQ9--uZKMFQkSDP1lmNLYciSMmsT5n6ABafX4QCc7t6DLC71BHCOOvT_Xap1sqNsInYF0loo-ahGe2dllyj0xKovS7q4aD3mLF0D1OQmwB9PEOpp6R0KDZHYUO3PApksbjjh9VvbEhDJH-D4qWByNm7a8AM93cWJ_2rTJXMBk0JWnL44N6S7s&csui=3&ved=2ahUKEwiugrePsd6SAxWXOfsDHRZwEYAQgK4QegQIAhAE,,,Not sent,,,,,,,
Deep-Springs Facilities,Apartment,mailto:deep_springsfacilities@yahoo.com,,,Not sent,,,,,,,
Sigmabase apartments,Apartment,info@sigmabasevi.com,,,Not sent,,,,,,,
Peniel Apartments,Apartment,mailto:frontoffice@penielapartments.com   reservation@penielapartments.com,,,Not sent,,,,,,,
Shortlets Abuja NG (Wuse),Apartment,shortletsng.wuse@gmail.com,,,Not sent,,,,,,,
Didihomes (Jahi),Apartment,didhomesltd@gmail.com,0810 269 3376,,Not sent,,,,,,,
Capital Homes (Utako),Apartment,mailto:capitalhomesandapartment@gmail.com,,,Not sent,,,,,,,
Northbridge Realtor (Jahi),Apartment,mailto:northbridgerealtors@gmail.com,,,Not sent,,,,,,,
Synergy Real Property (Jahi),Apartment,mailto:synergyrealproperty@yahoo.com,,,Not sent,,,,,,,
Wallmeta Realty (Mabushi),Apartment,https://www.google.com/search?q=hello%40wallmetarealty.com&biw=1536&bih=730&sca_esv=37a1d56e91fd2a24&sxsrf=ANbL-n7BVSdkDtwXJZ7VeuIcm3N9WrM58w%3A1771331619385&ei=I2CUaeySF7mA9u8P0pap2Qw&ved=2ahUKEwjKiYTexOCSAxUH87sIHUReIiwQgK4QegQIAhAB&oq=what+is+Wallmeta+Realty+%28Mabushi%29+email+address&gs_lp=Egxnd3Mtd2l6LXNlcnAiL3doYXQgaXMgV2FsbG1ldGEgUmVhbHR5IChNYWJ1c2hpKSBlbWFpbCBhZGRyZXNzMgUQABjvBTIFEAAY7wUyCBAAGIAEGKIEMgUQABjvBTIFEAAY7wVIqz5QAFjwF3AAeACQAQCYAcMCoAHREqoBBzAuMy4yLjS4AQzIAQD4AQH4AQKYAgegAowOwgIGEAAYBxgewgIFEAAYgASYAwCSBwcwLjEuMy4zoAedObIHBzAuMS4zLjO4B4wOwgcHMC4xLjUuMcgHH4AIAA&sclient=gws-wiz-serp&mstk=AUtExfD3cKsDqUSH7PhWrOVWbtaFECel1mdWAbLBp1rnMYVePXIDAkIABf5zTvFKzAAkCB9psgjdt_bgadZwnd4Jj13BVlJXGWxAwYa1eWpG_uqPS8bU36GiN5RCmcSv12EkOJl28b1G79HmGZLc7eUL37ogqgmIOx90u0WWyjBFnGlWM_WTBldfpNkGA4FdvrZdoTtbDAZF3YlwJ-ZsVrs1fFEClD2LiMehBOXBPNL5SBjYJMVCo8RgscMvlJv35Zh0xtM&csui=3,,,Not sent,,,,,,,
Abuja Technology Village (ATV),Apartment,info@atv.com.ng,0813 235 0955,,Not sent,,,,,,,
AES Luxury Apartments (SAE),Apartment,reservations@aesluxury.com,0811 292 9361,,Not sent,,,,,,,
Amon Heights Limited,Apartment,olawale.akinmeji@yahoo.com,0813 786 8434,,Not sent,,,,,,,
ApartmentBay (Apartay),Apartment,support@apartay.com,0816 784 2265,,Not sent,,,,,,,
Bluehedge Realtors,Apartment,info@bluehedgerealtors.com,0803 206 5685,,Not sent,,,,,,,
Byamy Homes Limited,Apartment,byamyhomes@gmail.com,0911 011 1100,,Not sent,,,,,,,
Diplomat Suites (Continental),Apartment,info@abujacontinental.com,0209 461 2000,,Not sent,,,,,,,
Eclat Hospitality,Apartment,connect@eclathospitality.com,0708 888 8249,,Not sent,,,,,,,
Efab Properties Limited,Apartment,efabproperties@gmail.com,0802 356 6153,,Not sent,,,,,,,
Elite Shortlets FCT,Apartment,support@shortrest.com.ng,0908 222 2244,,Not sent,,,,,,,
Fairview Realty Group,Apartment,info@fairviewrealtygroup.com,0806 710 9582,,Not sent,,,,,,,
Jabi Lake Mall (Management),Apartment,info@jabilakemallng.com,0816 550 1930,,Not sent,,,,,,,
Jide Taiwo & Co (Abuja),Apartment,abuja@jidetaiwoandco.com,0705 209 0270,,Not sent,,,,,,,
Kings Park Estate (Nazzy),Apartment,hello@kingsnazzy.com.ng,0803 322 2151,,Not sent,,,,,,,
Lakewood Luxury Apartments,Apartment,reservations@hotels.ng,0806 339 9999,,Not sent,,,,,,,
Mshel Homes Limited,Apartment,info@mshelhomes.com,0912 850 0500,,Not sent,,,,,,,
Nests and Nails Nigeria Ltd,Apartment,nestsandnailsoffice@gmail.com,0906 202 4888,,Not sent,,,,,,,
Novia Luxury Homes,Apartment,,0818 200 1122,,Not sent,,,,,,,
Propertyvesto Ltd,Apartment,,0813 682 4080,,Not sent,,,,,,,
Skyview Apartments Katampe,Apartment,booking@skyapartmentabuja.com,0703 237 3366,,Not sent,,,,,,,
StayAbuja Shortlets,Apartment,stay@stayabuja.com,0818 200 1122,,Not sent,,,,,,,
The Cove Apartments,Apartment,info@thecoveapartments.ng,0906 202 4888,,Not sent,,,,,,,
Tupon Luxury Homes,Apartment,,0817 776 6110,,Not sent,,,,,,,
Turtledove Investments,Apartment,turtledoveinvestments@gmail.com,0803 924 7636,,Not sent,,,,,,,
Westcrib (Lake Chad Maitama),Apartment,info@westcrib.com,0803 123 4567,,Not sent,,,,,,,
Work & Stay Abuja,Apartment,reservations@workandstay.ng,0906 000 0085,,Not sent,,,,,,,
Abuja Continental Hotel,Apartment,info@abujacontinental.com,0209 461 2000,,Not sent,,,,,,,
Amon Heights Limited,Apartment,olawale.akinmeji@yahoo.com,0904 083 7557,,Not sent,,,,,,,
Arinze Onovo Consulting,Apartment,onovoarinze2@gmail.com,0806 364 7009,,Not sent,,,,,,,
Belanova Apartments & Suites,Apartment,,0803 241 1205,,Not sent,,,,,,,
Best Premier Maitama Residence,Apartment,reservations.maitamaresidence@bestpremierhotel.com,0703 457 0569,,Not sent,,,,,,,
Bolton White Hotel & Apartments,Apartment,info@boltonwhitehotel.com,0903 885 2466,,Not sent,,,,,,,
BON Hotel Elvis Abuja,Apartment,,0702 674 1111,,Not sent,,,,,,,
Cocoon Luxury Suites,Apartment,info@cocoonabuja.com,0913 489 6045,,Not sent,,,,,,,
Comfy Habitat Ltd,Apartment,comfyhabitatltd@gmail.com,0806 569 7600,,Not sent,,,,,,,
Crystal Beds Nigeria,Apartment,reservations@crystalbeds.com.ng,0905 555 1137,,Not sent,,,,,,,
Didihomes,Apartment,,0810 269 3376,,Not sent,,,,,,,
Divineglo Properties Ltd,Apartment,,0708 108 0769,,Not sent,,,,,,,
Eclat HR & Hospitality,Apartment,jobs@eclathrconsulting.com.ng,0708 888 8249,,Not sent,,,,,,,
Elele Kings & Co Limited,Apartment,,0905 752 9047,,Not sent,,,,,,,
Havista Hotels Limited,Apartment,havisthotels@gmail.com,0803 450 6445,,Not sent,,,,,,,
Hotels.ng (Corporate Office),Apartment,reservations@hotels.ng,0700 880 8800,,Not sent,,,,,,,
Jide Taiwo & Co,Apartment,abuja@jidetaiwoandco.com,0705 209 0270,,Not sent,,,,,,,
Nordic Villa Abuja,Apartment,hello@nordichospitalitygroup.com,0703 682 9922,,Not sent,,,,,,,
Omozo Residences,Apartment,info@thecoveapartments.ng,0906 202 4888,,Not sent,,,,,,,
Private Property Nigeria,Apartment,info@privateproperty.com.ng,0809 999 6115,,Not sent,,,,,,,
Propertyvesto Ltd,Apartment,vestates@vestates.com,0913 830 0916,,Not sent,,,,,,,
Shortlets Abuja NG,Apartment,info@shortletng.com,0902 388 5582,,Not sent,,,,,,,
The Envoy Hotel Abuja,Apartment,hotel@theenvoyabuja.com,0803 901 3000,,Not sent,,,,,,,
Villa Afrika Realty,Apartment,info@villaafrika.com,0708 355 5881,,Not sent,,,,,,,
Westcrib Realtor,Apartment,info@westcrib.com,0803 123 4567,,Not sent,,,,,,,
Four Palms Residence,Apartment,info@fourpalmsresidence.com,,,Not sent,,,,,,,
https://www.tripadvisor.com/Hotel_Review-g293825-d8832831-Reviews-Sheer_Luxury_Apartments_and_Suites-Abuja_Federal_Capital_Territory.html,Apartment,mailto:reservation@sheerluxuryabuja.com,,,Not sent,,,,,,,
Nest Spa & Suites,Apartment,https://www.google.com/search?sca_esv=0ccad900ef2a9a41&sxsrf=ANbL-n6CD91U-aqTnX_n7WEc7LkPtPDWyg%3A1771411955257&q=nestsuitesabuja%40gmail.com&source=lnms&fbs=ADc_l-aN0CWEZBOHjofHoaMMDiKpaEWjvZ2Py1XXV8d8KvlI3oS--rGJkYYVqoCX1ykAQd2xzM91V5ftMSB0gjTOBA-_roobkowlNf1tdv6rSx4oSc20MpQavFN9l2layRjjW2CrQiaj_2Kq8HQIsA-Pl3bpk8Ze8OJo_10S79mIoYG52MLpUCXQNH5ZcSsXLcAjRGrg7Rbxhdlpxg-fDCVBbTnWqmeJRg&sa=X&ved=2ahUKEwie1_bk7-KSAxWbUEEAHcy8MisQgK4QegQIARAC&biw=1536&bih=730&dpr=1.25&mstk=AUtExfB91i-FT473PGfuOdSpv15mfbDXsoMGHE4g8qYM7EzOuitI5KaDKFil_0djw7YQdU42hNhDlerU7B9ko0b4YJ94wpGmUBm6-msx3ZdzaJr03idYm5M_fDq75ycOzKpS_exl2DAQMocEmDgX0mLFxRyoNM4tkqm5CvVqnwQiVlPDleXHt-h-HmL46z1T30MKWGGW4SkoIwrEZoBE5ROdLc0hPYJ5cth9WWisIKi0ANsWuazir0fLCQ9XplmDK8KW6B4qFZmWUZrJ5kEfYfOuViM8&csui=3,,,Not sent,,,,,,,
https://www.tripadvisor.com/Hotel_Review-g293825-d12684780-Reviews-Valley_Hill_Residence-Abuja_Federal_Capital_Territory.html,Apartment,"valleyhillresidence@gmail.com

",,,Not sent,,,,,,,
Auxano service apartment,Apartment,https://www.google.com/search?q=auxanorecruitments%40gmail.com&biw=1536&bih=730&sca_esv=0ccad900ef2a9a41&sxsrf=ANbL-n7CiLpfX_ilFALh5T6ve4SXAPUSVw%3A1771412873785&ei=iZ2VaZrPL5SDhbIP7Pr-0AE&oq=auxano+service+apartment+e&gs_lp=Egxnd3Mtd2l6LXNlcnAiGmF1eGFubyBzZXJ2aWNlIGFwYXJ0bWVudCBlKgIIADIFECEYoAEyBRAhGKABMgUQIRigATIFECEYnwUyBRAhGJ8FMgUQIRifBTIFECEYnwVIiR1QmQhYpw1wAXgAkAEAmAGIAqABjQSqAQMyLTK4AQHIAQD4AQGYAgOgApwEwgIREC4YgAQYsAMYxwEYmAUYrwHCAgcQABiwAxgewgIOEAAYgAQYsAMYhgMYigXCAggQABiwAxjvBcICCxAAGIAEGLADGKIEwgIJEAAYFhjJAxgewgIGEAAYFhgewgICECbCAgsQABiABBiGAxiKBcICBRAAGO8FwgIIEAAYgAQYogSYAwCIBgGQBgmSBwUxLjAuMqAH6w2yBwMyLTK4B5gEwgcFMC4yLjHIBwiACAA&sclient=gws-wiz-serp&mstk=AUtExfBN5PsGa4ZVO4HlP7wlhMW7KIJVC2Nx1-EsfX3X-2n0y6YmDD510wesK5UnPMtXy1J_DGWvb-FzLxblqZPad4oxr3qCA8xInvNrPuhkelpFXczSIJPk5i4l9Psl77jjyh5ZbSXBf8ld2im_QaOiYKcKiATna9ewcCghU1wiVth3J0YncRLm43T1wwvE93u9CiMCXJ6jCH1-pMWszUCN5gtTmKXTvSz8zdRzJlg-g00MHJgTukllNUQXgeQfPCbxMmoSJJY1ikkYZRRsOINbjwmA&csui=3&ved=2ahUKEwiNvq2e8-KSAxXdW0EAHehzFkUQgK4QegQIAhAC,,,Not sent,,,,,,,
Imperio apartments ,Apartment,,,,Not sent,,,,,,,
MUFTYZ SHORTLET LTD,Apartment,ekwejudithc93@gmail.com,,,Not sent,,,,,,,
BATOHA STAY APARTMENTS,Apartment,,,,Not sent,,,,,,,
Tranquila Hotels and Suites,Apartment,info@tranquilahotelsandsuites.com,,,Not sent,,,,,,,
pearl gate hotel ,Apartment,,,,Not sent,,,,,,,
Cozy Cove Residence,Apartment,,https://www.google.com/search?q=service+apartment+in+abuja&sca_esv=bf84d0236feb05f8&udm=1&sxsrf=ANbL-n5KoJ9j2i--e-4swAN4BS8EDTTE9Q:1771425483449&ei=y86VaZ7_GpHuhbIPkL6usQI&start=80&sa=N&sstk=Af77f_e89gpnOSIFyw8TFzbXZZOfxaPARI-vGwO2o-u0VQg0U69yGwlFNxqURgYk2D74E7TeRk2uyFY4h1QIgba_EfRKOx-U_2K_Ez2zdOlGTef9PtD6-nQRet1DjOAlsbaN0Z7cEO0ByvlkzLmNXbE-PF_mCBskl033IBqUMVH1kVY_uAL1YKucORzzJfvm6w&ved=2ahUKEwjekL-VouOSAxURd0EAHRCfKyY4PBDw0wN6BAgLEA8&biw=1536&bih=730&dpr=1.25&lqi=ChpzZXJ2aWNlIGFwYXJ0bWVudCBpbiBhYnVqYUi3h7bh0bKAgAhaIhAAEAEYAyIac2VydmljZSBhcGFydG1lbnQgaW4gYWJ1amGSARJzZXJ2aWNlZF9hcGFydG1lbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblRVTlJNM0V6TkZwM0VBRfoBBAgtEDg#,,Not sent,,,,,,,
Cozy Leisure Apartments,Apartment, info@cozyleisureltd.com,https://www.google.com/search?q=service+apartment+in+abuja&sca_esv=bf84d0236feb05f8&udm=1&sxsrf=ANbL-n5KoJ9j2i--e-4swAN4BS8EDTTE9Q:1771425483449&ei=y86VaZ7_GpHuhbIPkL6usQI&start=80&sa=N&sstk=Af77f_e89gpnOSIFyw8TFzbXZZOfxaPARI-vGwO2o-u0VQg0U69yGwlFNxqURgYk2D74E7TeRk2uyFY4h1QIgba_EfRKOx-U_2K_Ez2zdOlGTef9PtD6-nQRet1DjOAlsbaN0Z7cEO0ByvlkzLmNXbE-PF_mCBskl033IBqUMVH1kVY_uAL1YKucORzzJfvm6w&ved=2ahUKEwjekL-VouOSAxURd0EAHRCfKyY4PBDw0wN6BAgLEA8&biw=1536&bih=730&dpr=1.25&lqi=ChpzZXJ2aWNlIGFwYXJ0bWVudCBpbiBhYnVqYUi59oj7srqAgAhaIhAAEAEYASIac2VydmljZSBhcGFydG1lbnQgaW4gYWJ1amGSARJzZXJ2aWNlZF9hcGFydG1lbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUmFMV0ZwVEVobkVBRfoBBAgkEEQ#,,Not sent,,,,,,,
Haussefour Apartments Abuja,Apartment,,https://www.google.com/search?q=service+apartment+in+abuja&sca_esv=bf84d0236feb05f8&udm=1&sxsrf=ANbL-n5KoJ9j2i--e-4swAN4BS8EDTTE9Q:1771425483449&ei=y86VaZ7_GpHuhbIPkL6usQI&start=80&sa=N&sstk=Af77f_e89gpnOSIFyw8TFzbXZZOfxaPARI-vGwO2o-u0VQg0U69yGwlFNxqURgYk2D74E7TeRk2uyFY4h1QIgba_EfRKOx-U_2K_Ez2zdOlGTef9PtD6-nQRet1DjOAlsbaN0Z7cEO0ByvlkzLmNXbE-PF_mCBskl033IBqUMVH1kVY_uAL1YKucORzzJfvm6w&ved=2ahUKEwjekL-VouOSAxURd0EAHRCfKyY4PBDw0wN6BAgLEA8&biw=1536&bih=730&dpr=1.25&lqi=ChpzZXJ2aWNlIGFwYXJ0bWVudCBpbiBhYnVqYUj-uonetLiAgAhaJBAAEAEYARgDIhpzZXJ2aWNlIGFwYXJ0bWVudCBpbiBhYnVqYZIBInNob3J0X3Rlcm1fYXBhcnRtZW50X3JlbnRhbF9hZ2VuY3maASNDaFpEU1VoTk1HOW5TMFZKUTBGblRVTkpOWFZUZEdSQkVBRfoBBAgAEBQ#,,Not sent,,,,,,,
House 20 apartment,Apartment,,https://www.google.com/search?q=service+apartment+in+abuja&sca_esv=bf84d0236feb05f8&udm=1&sxsrf=ANbL-n4S9ej3DdtK16YRe6xbrv2nbzmztg:1771426483910&ei=s9KVabSeN8ywhbIP8Ka3wAg&start=100&sa=N&sstk=Af77f_e8ULPNi2ncfZKDgI5vj6L60GLcnL0-_sNrFOS2a7hVUSb9Ei7qZPmMyjzlCley_sBhm0Oq53ev_UGXk3tdKh6YM5zqBPKUSJnT2ycJCFS937KbJqMRaXXzME2bQSmvUqxmdyh9e-8t-LWCV2UiHQlAr_uKYBU0-kV-0sTDmNbGeFGpieucY-1Ot07o_xNHchIzO7VQFVmon5gQzY7CQKgZqOIW&ved=2ahUKEwj0w8bypeOSAxVMWEEAHXDTDYg4UBDw0wN6BAgWEA8&biw=1536&bih=730&dpr=1.25&lqi=ChpzZXJ2aWNlIGFwYXJ0bWVudCBpbiBhYnVqYUjTwYvjw62AgAhaJBAAEAEYARgDIhpzZXJ2aWNlIGFwYXJ0bWVudCBpbiBhYnVqYZIBEmFwYXJ0bWVudF9idWlsZGluZ5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOMU1TMVBObHAzRUFF-gEECAAQKw#,,Not sent,,,,,,,
Hyde19 Apartments ,Apartment,,https://www.google.com/search?q=service+apartment+in+abuja&sca_esv=bf84d0236feb05f8&udm=1&sxsrf=ANbL-n4S9ej3DdtK16YRe6xbrv2nbzmztg:1771426483910&ei=s9KVabSeN8ywhbIP8Ka3wAg&start=100&sa=N&sstk=Af77f_e8ULPNi2ncfZKDgI5vj6L60GLcnL0-_sNrFOS2a7hVUSb9Ei7qZPmMyjzlCley_sBhm0Oq53ev_UGXk3tdKh6YM5zqBPKUSJnT2ycJCFS937KbJqMRaXXzME2bQSmvUqxmdyh9e-8t-LWCV2UiHQlAr_uKYBU0-kV-0sTDmNbGeFGpieucY-1Ot07o_xNHchIzO7VQFVmon5gQzY7CQKgZqOIW&ved=2ahUKEwj0w8bypeOSAxVMWEEAHXDTDYg4UBDw0wN6BAgWEA8&biw=1536&bih=730&dpr=1.25&lqi=ChpzZXJ2aWNlIGFwYXJ0bWVudCBpbiBhYnVqYUiA--Cor7qAgAhaJBAAEAEYARgDIhpzZXJ2aWNlIGFwYXJ0bWVudCBpbiBhYnVqYZIBEnNlcnZpY2VkX2FwYXJ0bWVudA#,,Not sent,,,,,,,
Carolina Apartments Wuye,Apartment,,https://www.google.com/search?q=service+apartment+in+abuja&sca_esv=bf84d0236feb05f8&udm=1&sxsrf=ANbL-n4S9ej3DdtK16YRe6xbrv2nbzmztg:1771426483910&ei=s9KVabSeN8ywhbIP8Ka3wAg&start=100&sa=N&sstk=Af77f_e8ULPNi2ncfZKDgI5vj6L60GLcnL0-_sNrFOS2a7hVUSb9Ei7qZPmMyjzlCley_sBhm0Oq53ev_UGXk3tdKh6YM5zqBPKUSJnT2ycJCFS937KbJqMRaXXzME2bQSmvUqxmdyh9e-8t-LWCV2UiHQlAr_uKYBU0-kV-0sTDmNbGeFGpieucY-1Ot07o_xNHchIzO7VQFVmon5gQzY7CQKgZqOIW&ved=2ahUKEwj0w8bypeOSAxVMWEEAHXDTDYg4UBDw0wN6BAgWEA8&biw=1536&bih=730&dpr=1.25&lqi=ChpzZXJ2aWNlIGFwYXJ0bWVudCBpbiBhYnVqYUj4hYTOgLqAgAhaJBAAEAEYARgDIhpzZXJ2aWNlIGFwYXJ0bWVudCBpbiBhYnVqYZIBGGhvbGlkYXlfYXBhcnRtZW50X3JlbnRhbJoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyeEtUMUZzYUhwWmVtUnJZbXBHVEdJeFVuVlhSa1pvVjFoc1ZGcHNSUkFC-gEECAAQRA#,,Not sent,,,,,,,
Wallgate Apartments,Apartment,,https://www.google.com/search?q=service+apartment+in+abuja&sca_esv=bf84d0236feb05f8&udm=1&sxsrf=ANbL-n4S9ej3DdtK16YRe6xbrv2nbzmztg:1771426483910&ei=s9KVabSeN8ywhbIP8Ka3wAg&start=100&sa=N&sstk=Af77f_e8ULPNi2ncfZKDgI5vj6L60GLcnL0-_sNrFOS2a7hVUSb9Ei7qZPmMyjzlCley_sBhm0Oq53ev_UGXk3tdKh6YM5zqBPKUSJnT2ycJCFS937KbJqMRaXXzME2bQSmvUqxmdyh9e-8t-LWCV2UiHQlAr_uKYBU0-kV-0sTDmNbGeFGpieucY-1Ot07o_xNHchIzO7VQFVmon5gQzY7CQKgZqOIW&ved=2ahUKEwj0w8bypeOSAxVMWEEAHXDTDYg4UBDw0wN6BAgWEA8&biw=1536&bih=730&dpr=1.25&lqi=ChpzZXJ2aWNlIGFwYXJ0bWVudCBpbiBhYnVqYUi3pt6rrbmAgAhaJBAAEAEYARgDIhpzZXJ2aWNlIGFwYXJ0bWVudCBpbiBhYnVqYZIBEmFwYXJ0bWVudF9idWlsZGluZ5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSYWQxazJPRVJuRUFF-gEECAAQLg#,,Not sent,,,,,,,
Metrohut service apartment ,Apartment,,,,Not sent,,,,,,,
Bizarre luxury apartment ,Apartment,,,,Not sent,,,,,,,
Haya haus your home away from home ,Apartment,,,,Not sent,,,,,,,
Mont Kalm and suites (kano),Apartment,,"+234 814 880 8800, +234 700 880 8800",,Not sent,,,,,,,
"
Marshall Hotel Apartments",Apartment,mailto:info@marshallhotelapartments.com,,,Not sent,,,,,,,
Mozida Suites,Apartment,mailto:info@mozidasuites.com mailto:contact@mozidasuites.com,,,Not sent,,,,,,,
Sarina Suites and Apartments,Apartment,"https://www.google.com/search?q=sarinasuites%40gmail.com&oq=Sarina+Suites+and+Apartments+em&gs_lcrp=EgZjaHJvbWUqBwgBECEYoAEyBggAEEUYOTIHCAEQIRigATIHCAIQIRigATIHCAMQIRiPAjIHCAQQIRiPAtIBCDQwNTlqMGo0qAIAsAIB&sourceid=chrome&ie=UTF-8&mstk=AUtExfAjmxh6C-hElI0ZGkxUPGaxhy20W41JasKJTUFUmNlvm7XWd3_QC2HWIt4yrwiYsGXYNUdLX_0jDEYH1ttq3byONFhd13riq7Ya0PDfVt49hsCrFU_bEPr1ajQkz9qNfmF433neJcgBAzlGiWxqT_GMbbq9Ci5pfVJJsN4mGP5Ue83_e3AACjPDWMhf9UbBAV6EMqyZEqJfD0XEYCAIj1FSj_IQaVG55-MNOt5D5MpYwBkA44JV9IWRGsIutPv9Ib8&csui=3&ved=2ahUKEwjR45-G9_GSAxXllP0HHSzhF0gQgK4QegQIARAC.

",,,Not sent,,,,,,,
Swiss pearl continental hotel,Apartment,,+234 901 552 5389,,Not sent,,,,,,,
The Prestige Villa Kano,Apartment,,0802 846 0335,,Not sent,,,,,,,
Ridge Ville Apartment By Platinum,Apartment,, https://www.google.com/search?q=Ridge+Ville+Apartment+By+Platinum&sca_esv=ebb5432a0b54a5d4&biw=1536&bih=730&sxsrf=ANbL-n4Gx4OCmZ8NkaxAeOErvbOD_BiXmw%3A1771929712221&ei=cICdacqeDe_qhbIPmLfVsQc&ved=0ahUKEwjKlsHI-PGSAxVvdUEAHZhbNXYQ4dUDCBE&uact=5&oq=Ridge+Ville+Apartment+By+Platinum&gs_lp=Egxnd3Mtd2l6LXNlcnAiIVJpZGdlIFZpbGxlIEFwYXJ0bWVudCBCeSBQbGF0aW51bTIFEAAYgAQyBRAAGIAEMgUQABiABDIIEAAYFhgKGB4yCBAAGBYYChgeMggQABgWGAoYHjIIEAAYFhgKGB4yBRAAGO8FSKcyUO0YWO0YcAF4AZABAJgB_wGgAf8BqgEDMi0xuAEDyAEA-AEC-AEBmAICoAKGAsICChAAGLADGNYEGEeYAwCIBgGQBgWSBwUxLjAuMaAH3AayBwMyLTG4B4MCwgcFMC4xLjHIBwWACAA&sclient=gws-wiz-serp#,,Not sent,,,,,,,
Bafra International Hotels Limited,Apartment,mailto:bafrainternationalhotels@yahoo.com,a,,Not sent,,,,,,,
Epitome Hotel,Apartment,info@epitomehotel.com,,,Not sent,,,,,,,
Azbir Hotels,Apartment,mailto:info@azbirhotels.com azbirhotels@gmail.com,,,Not sent,,,,,,,
KAIR Service Apartments,Apartment,Info@kairserviceapartments.com,,,Not sent,,,,,,,
